genome	mge_genome_position	IS_Tn	Integron	Phage	Phage_like	Conjugative_element	Mobility_island	mge_length	phage_genes	conjugation_genes	recombinase
1438754.SAMN02581350	1438754.SAMN02581350.KK737178:1-223392	13	0	0	0	1	0	223391	1	15	DDE_Tnp_IS1,Transposase_20,rve,DEDD_Tnp_IS110,rve_2,DDE_Tnp_IS1,DDE_Tnp_IS1,TrwC,OrfB_IS605,Phage_integrase,Transposase_20,rve,Phage_integrase,DDE_Tnp_1_5,rve,rve_2
287.SAMN03105701	287.SAMN03105701.JTOQ01000044:63172-92221	1	0	0	1	0	0	29049	0	0	Phage_integrase,rve_3
423368.SAMEA2673767	423368.SAMEA2673767.CCMR01000003:113810-134857	2	0	0	1	0	0	21047	0	0	Phage_integrase,Phage_integrase,Transposase_mut,Transposase_mut,Phage_integrase
1768751.SAMN04299423	1768751.SAMN04299423.LSHZ01000087:430-49416	3	0	0	0	1	0	48986	0	14	TrwC,Transposase_20,DDE_3,DDE_Tnp_IS66
90370.SAMEA2150542	90370.SAMEA2150542.CVEY01000006:146961-221879	1	0	0	0	0	1	74918	6	20	Transposase_31,Int_P2
562.SAMN03393390	562.SAMN03393390.LECO01000023:27838-93686	1	0	1	0	0	0	65848	17	0	Int_P2,ser_ce
1769292.SAMN04321321	1769292.SAMN04321321.LPVH01000188:314-26082	2	0	0	1	0	0	25768	0	0	DDE_Tnp_1,rve,Phage_integrase,Phage_integrase
28450.SAMEA1483598	28450.SAMEA1483598.CFVY01000007:28482-157060	1	0	0	0	1	0	128578	0	20	Phage_integrase,Int_SXT,Phage_integrase,rve
1169862.SAMN02470181	1169862.SAMN02470181.AJMD01000026:5-21673	2	0	0	1	0	0	21668	0	0	rve,rve,Phage_integrase
1169862.SAMN02470181	1169862.SAMN02470181.AJMD01000026:84449-147478	1	0	1	0	0	0	63029	18	0	ser_ce,Phage_GPA,Phage_integrase
90370.SAMEA2058429	90370.SAMEA2058429.CJVS01000001:392542-405024	1	0	0	1	0	0	12482	0	0	Phage_integrase,Transposase_mut
562.SAMN02801957	562.SAMN02801957.JSNH01000082:44-60036	1	0	0	0	1	0	59992	0	15	ser_ce,TrwC,Phage_integrase
1398054.SAMN02350609	1398054.SAMN02350609.KI994629:34617-88905	3	0	0	1	0	0	54288	0	0	DDE_Tnp_IS240,Phage_integrase,TnpA,ser_lsr,rve
1215110.SAMN02743984	1215110.SAMN02743984.JHYV01000038:393-38056	1	0	0	0	1	0	37663	0	3	ser_ce,DDE_Tnp_Tn3,Phage_integrase
47715.SAMN03197739	47715.SAMN03197739.JVCX01000037:27741-31364	1	0	0	1	0	0	3623	0	0	Phage_integrase,DDE_Tnp_IS240
1185650.SAMEA2070903	1185650.SAMEA2070903.FSFU01000024:523-8484	1	0	0	1	0	0	7961	0	0	ser_ce,Phage_integrase
301102.SAMN04252955	301102.SAMN04252955.LPOF01000007:1-100838	2	0	0	0	1	0	100837	0	3	Transposase_20,Phage_integrase,DDE_Tnp_1_5
85569.SAMEA773564	85569.SAMEA773564.CTHX01000059:6602-13284	1	0	0	1	0	0	6682	0	0	Phage_integrase,DDE_Tnp_IS240
1185650.SAMEA2259658	1185650.SAMEA2259658.FVHM01000008:108029-197867	2	0	0	1	0	0	89838	0	0	rve,TnpA,Phage_integrase
1268975.SAMN02436744	1268975.SAMN02436744.KI521674:1-88520	1	0	0	1	0	0	88519	0	0	Phage_integrase,Phage_integrase,Transposase_31
292.SAMN03449164	292.SAMN03449164.LOUC01000005:306-47849	1	0	0	1	0	0	47543	0	0	Phage_integrase,DEDD_Tnp_IS110
1438717.SAMN02581313	1438717.SAMN02581313.KK736787:709636-752274	1	0	1	0	0	0	42638	18	0	Phage_integrase,DDE_Tnp_IS1,Phage_GPA
287.SAMN04128624	287.SAMN04128624.LLQL01000014:56112-100881	1	0	0	1	0	0	44769	0	0	Phage_integrase,DDE_Tnp_IS240
1681.SAMN03103719	1681.SAMN03103719.JSDW01000014:1-3369	1	0	0	0	0	1	3368	0	0	MobA_MobL,rve_3
1620419.SAMN02699253	1620419.SAMN02699253.JYWA01000006:1055-63193	1	0	0	0	1	0	62138	0	2	Transposase_mut,Phage_integrase
1313.SAMEA1023677	1313.SAMEA1023677.CKHE01000035:184-18430	2	0	0	0	1	0	18246	0	1	ser_lsr,Relaxase,DDE_Tnp_1,DDE_Tnp_1_6
562.SAMN06220119	562.SAMN06220119.MVMR01000065:392-10157	6	0	0	1	0	0	9765	0	0	Phage_integrase,huh_y2,huh_y2,huh_y2,DDE_Tnp_ISL3,rve,DDE_Tnp_IS66
1393706.SAMN02339945	1393706.SAMN02339945.KI991376:1-33887	1	0	0	0	0	1	33886	0	0	ser_lsr,rve
1281059.SAMN01885771	1281059.SAMN01885771.KE699974:414913-524979	8	0	0	0	0	1	110066	0	0	Int_SXT,DDE_Tnp_IS66,rve,DDE_Tnp_ISL3,rve,Transposase_20,DDE_Tnp_IS66,DDE_Tnp_IS66,DDE_Tnp_IS66
1281059.SAMN01885771	1281059.SAMN01885771.KE699974:27055-72146	1	0	0	1	0	0	45091	0	0	Int_SXT,Phage_integrase,DDE_Tnp_1
1962118.SAMEA2152232	1962118.SAMEA2152232.FVXW01000007:52-7459	1	0	0	1	0	0	7407	0	0	ser_ce,Phage_integrase
611.SAMN05263513	611.SAMN05263513.CP016521:1100139-1149039	1	0	1	0	0	0	48900	14	0	Int_BPP-1,DDE_Tnp_ISL3
611.SAMN05263513	611.SAMN05263513.CP016521:2500330-2516632	1	0	0	0	0	1	16302	1	0	Int_SXT,rve
611.SAMN05263513	611.SAMN05263513.CP016521:2801775-2840801	3	0	0	0	0	1	39026	0	0	Int_SXT,rve,rve,ser_ce
868204.SAMN00210678	868204.SAMN00210678.AIHN01000025:31101-43726	2	0	0	0	0	1	12625	0	0	DDE_Tnp_IS1,Int_P2,rve
339.SAMN03897571	339.SAMN03897571.LHBM01000009:3999-13909	1	0	0	1	0	0	9910	0	0	rve,Phage_integrase
90370.SAMEA1572764	90370.SAMEA1572764.CHMD01000002:83885-96366	1	0	0	1	0	0	12481	0	0	Transposase_mut,Phage_integrase
525341.SAMN00001503	525341.SAMN00001503.GG693671:95458-154458	2	0	0	1	0	0	59000	0	0	rve,Phage_integrase,ser_ce
54388.SAMEA2633617	54388.SAMEA2633617.CCSN01000001:2086492-2127320	1	0	0	0	0	1	40828	0	0	rve,Int_SXT
1313.SAMEA1026258	1313.SAMEA1026258.CLEO01000010:133-57585	1	0	0	0	1	0	57452	0	4	Xer,Relaxase,Relaxase,huh_y1,Phage_integrase,Phage_integrase
760869.SAMN00792656	760869.SAMN00792656.AGOG01000011:48104-84272	1	0	0	0	1	0	36168	0	3	DDE_Tnp_ISL3,Int_Tn916
1422458.SAMN02404041	1422458.SAMN02404041.KK229003:57-5106	1	0	0	0	1	0	5049	0	1	DDE_Tnp_IS240,Mob_Pre
1304.SAMN04942660	1304.SAMN04942660.LXOU01000007:976150-1036965	1	0	0	0	1	0	60815	0	3	huh_y1,Phage_integrase
28901.SAMN03358470	28901.SAMN03358470.MYNL01000001:854496-868278	1	0	0	1	0	0	13782	0	0	Transposase_mut,Phage_integrase,Phage_integrase
28901.SAMN02911991	28901.SAMN02911991.JYSN01000082:1-12241	1	0	0	0	1	0	12240	0	4	Relaxase,Transposase_31
287.SAMN03105466	287.SAMN03105466.JTXR01000036:259-22441	2	0	0	0	1	0	22182	0	3	DDE_Tnp_IS240,ser_ce,ser_ce,Relaxase
1590.SAMN04525974	1590.SAMN04525974.LUWI01000015:538-19369	3	0	0	0	1	0	18831	0	1	MobA_MobL,rve,DDE_Tnp_1,ser_ce
1418386.SAMN02402599	1418386.SAMN02402599.KK096113:1-25851	1	0	0	0	0	1	25850	0	0	Rep_1,Rep_1,Rep_1,ser_ce,ser_ce
562.SAMN05567354	562.SAMN05567354.MOZL01000044:547-25555	1	0	0	1	0	0	25008	0	0	DDE_Tnp_IS1,Phage_integrase
1462526.SAMEA3139037	1462526.SAMEA3139037.CCDP010000002:965960-1005861	2	0	0	1	0	0	39901	0	0	Transposase_20,DEDD_Tnp_IS110,Phage_integrase
291644.SAMEA3545279	291644.SAMEA3545279.CYXS01000011:123361-154294	1	0	0	0	0	1	30933	0	0	Int_CTnDOT,Int_Tn916,DDE_Tnp_IS66
947557.SAMEA2272185	947557.SAMEA2272185.CACY01000012:432-11483	1	0	0	1	0	0	11051	0	0	Phage_integrase,rve
1280.SAMEA1324714	1280.SAMEA1324714.CFPZ01000014:153-7869	1	0	0	0	0	1	7716	0	0	Rep_1,ser_ce
33995.SAMN03964925	33995.SAMN03964925.LHUQ01000017:202-13765	1	0	0	1	0	0	13563	0	0	DDE_3,Phage_integrase
1305838.SAMN02597211	1305838.SAMN02597211.AZVG01000013:61981-140322	1	0	0	1	0	0	78341	0	0	Phage_integrase,DDE_5
1269002.SAMN02436733	1269002.SAMN02436733.KI534339:224791-265519	1	0	1	0	0	0	40728	15	0	rve,ser_ce
81569.SAMEA3522225	81569.SAMEA3522225.CYPS01000008:267000-540288	1	0	0	1	0	0	273288	0	0	ser_ce,Phage_integrase
1408173.SAMN02471134	1408173.SAMN02471134.AXNR01000103:83448-111103	1	0	0	1	0	0	27655	0	0	Phage_GPA,Transposase_20
573.SAMEA2273563	573.SAMEA2273563.FLDJ01000029:614-12190	2	0	0	1	0	0	11576	0	0	Phage_integrase,DDE_Tnp_IS1,rve
1185650.SAMEA2070713	1185650.SAMEA2070713.FVLF01000003:562408-586006	1	0	0	0	0	1	23598	0	0	Int_Tn916,ser_ce
1739321.SAMN04477631	1739321.SAMN04477631.KV806502:177873-199444	1	0	0	0	1	0	21571	0	3	Int_Tn916,Transposase_mut
1310683.SAMN02385034	1310683.SAMN02385034.JEYB01000071:1-15191	3	0	0	1	0	0	15190	0	0	Phage_integrase,rve,DDE_Tnp_IS1595,DDE_Tnp_1
1422174.SAMN02403724	1422174.SAMN02403724.KK098403:1167704-1175425	1	0	0	1	0	0	7721	0	0	Phage_integrase,TnpA
1077464.SAMN03334904	1077464.SAMN03334904.JYGU01000004:72496-86880	2	0	0	0	0	1	14384	0	0	Int_Tn916,DDE_Tnp_ISL3,DDE_Tnp_ISL3
1219023.SAMD00046764	1219023.SAMD00046764.BCXD01000026:653-71459	1	0	0	0	1	0	70806	0	2	Relaxase,ser_ce,Cyan
1282.SAMN03197731	1282.SAMN03197731.JVDF01000066:47616-58329	1	0	0	1	0	0	10713	0	0	TnpA,Phage_integrase
562.SAMN03455789	562.SAMN03455789.LDCT01000022:86-47347	3	0	0	1	0	0	47261	0	0	DDE_Tnp_IS1,DDE_Tnp_IS1,rve,Phage_integrase,Phage_integrase
487.SAMEA2673778	487.SAMEA2673778.FETV01000001:140-43189	1	0	1	0	0	0	43049	9	0	DDE_Tnp_1,Int_SXT
1329830.SAMN02138566	1329830.SAMN02138566.KI535635:185-114772	4	1	1	0	0	0	114587	8	0	DDE_Tnp_IS240,DDE_Tnp_Tn3,Phage_integrase,Transposase_20,ser_ce,Integron,DDE_Tnp_IS240
981336.SAMN01087837	981336.SAMN01087837.KB849719:159608-220076	3	0	0	1	0	0	60468	0	0	Phage_integrase,rve,rve_3,DDE_Tnp_1
1496.SAMN03015183	1496.SAMN03015183.JRHM01000040:103630-121283	1	0	0	0	0	1	17653	1	0	Int_Tn916,OrfB_IS605
1402605.SAMN02360762	1402605.SAMN02360762.KI972284:412722-420418	1	0	0	1	0	0	7696	0	0	Phage_integrase,TnpA
1444151.SAMN02680141	1444151.SAMN02680141.JNQF01000019:1-92720	1	0	0	1	0	0	92719	1	0	Phage_integrase,Phage_integrase,Phage_integrase,Phage_integrase,Transposase_31
1639.SAMN03152387	1639.SAMN03152387.JWHJ01000007:1-60962	3	0	0	0	1	0	60961	0	2	rve_2,ser_ce,rve,DDE_Tnp_Tn3,ser_ce
1160769.SAMN03265079	1160769.SAMN03265079.MZBO01000004:199020-205771	2	0	0	1	0	0	6751	0	0	Transposase_mut,Transposase_mut,Phage_integrase
28450.SAMEA949304	28450.SAMEA949304.CIGP01000013:42845-47704	1	0	0	1	0	0	4859	0	0	rve_3,Phage_integrase
60552.SAMN03449238	60552.SAMN03449238.LOWQ01000042:1-136075	2	0	0	1	0	0	136074	0	0	rve,rve_3,Phage_integrase
1313.SAMEA1026070	1313.SAMEA1026070.CLDJ01000004:22602-106285	1	0	0	0	1	0	83683	0	6	Relaxase,Int_Tn916,DEDD_Tnp_IS110,Int_Tn916
1313.SAMEA2674652	1313.SAMEA2674652.FCZK01000012:40351-67531	1	0	0	0	1	0	27180	0	1	ser_lsr,Int_Tn916,DDE_Tnp_ISL3
488446.SAMN03449404	488446.SAMN03449404.CP013435:3265862-3331271	1	0	0	0	0	1	65409	0	0	rve,ser_lsr
488446.SAMN03449404	488446.SAMN03449404.CP013435:1531711-1865877	3	0	0	1	0	0	334166	0	0	Phage_integrase,DDE_Tnp_IS66,rve,DEDD_Tnp_IS110
488446.SAMN03449404	488446.SAMN03449404.CP013435:55469-105843	1	0	0	1	0	0	50374	0	0	Phage_integrase,rve
488446.SAMN03449404	488446.SAMN03449404.CP013435:917149-957399	1	0	0	1	0	0	40250	0	0	ser_ce,Phage_integrase
488446.SAMN03449404	488446.SAMN03449404.CP013435:308516-457371	1	0	1	0	0	0	148855	19	0	rve,DDE_Tnp_IS66,Int_P2,Phage_integrase,rve
1446671.SAMN02353095	1446671.SAMN02353095.JHIW01000008:3425-41314	1	0	1	0	0	0	37889	16	0	rve,ser_ce
405948.SAMN02470651	405948.SAMN02470651.ABFV01000127:446-14696	2	0	0	1	0	0	14250	0	0	Phage_integrase,Phage_integrase,rve_3,rve
536231.SAMN00008856	536231.SAMN00008856.GG692725:61770-120451	1	0	1	0	0	0	58681	3	0	ser_lsr,DDE_Tnp_1
656427.SAMN06392862	656427.SAMN06392862.ADKE01000043:269672-406284	1	0	0	1	0	0	136612	0	0	Int_SXT,Int_SXT,Phage_integrase,Phage_integrase,Transposase_31
90370.SAMEA2603175	90370.SAMEA2603175.FFNI01000004:151908-190730	1	0	0	0	0	1	38822	0	0	rve_3,Int_SXT
85569.SAMEA773562	85569.SAMEA773562.CTMI01000023:106-80062	5	0	0	0	1	0	79956	0	13	Phage_integrase,huh_y1,DDE_3,rve,ser_ce,Transposase_31
1352.SAMN04634057	1352.SAMN04634057.NGMC01000001:594022-620786	1	0	0	0	1	0	26764	0	1	Int_Tn916,Relaxase,Transposase_mut
1352.SAMN04634057	1352.SAMN04634057.NGMC01000001:263162-381243	9	0	0	0	0	1	118081	0	0	Transposase_mut,Transposase_mut,rve,Transposase_mut,Transposase_mut,DDE_Tnp_1_6,rve,rve,ser_lsr,rve
1352.SAMN04634057	1352.SAMN04634057.NGMC01000001:979323-1005038	2	0	0	1	0	0	25715	0	0	Phage_integrase,rve,rve
1221308.SAMN02471244	1221308.SAMN02471244.AMJH01000013:32-45448	6	0	0	0	1	0	45416	0	8	DDE_Tnp_IS240,MobA_MobL,ser_ce,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_1_5,DDE_Tnp_IS240
546.SAMN02872771	546.SAMN02872771.JRTA01000081:139-17029	1	0	0	0	1	0	16890	0	1	TrwC,DDE_Tnp_IS66
1313.SAMEA1029236	1313.SAMEA1029236.CMFY01000008:747-18229	2	0	0	0	1	0	17482	0	1	DDE_Tnp_1_6,DDE_Tnp_1,Relaxase,ser_lsr
299766.SAMN04431001	299766.SAMN04431001.LRJL01000021:198-81932	3	0	0	0	1	0	81734	0	15	DDE_Tnp_Tn3,ser_ce,TrwC,ser_ce,Transposase_31,DDE_Tnp_1
562.SAMN05567339	562.SAMN05567339.MOYR01000050:1-30962	5	0	0	1	0	0	30961	0	0	Phage_integrase,DDE_Tnp_IS66,DDE_Tnp_IS66,DDE_Tnp_ISL3,DDE_Tnp_IS66,DDE_Tnp_IS66
1240768.SAMN01141737	1240768.SAMN01141737.AMVR01000036:1-24518	5	0	0	0	1	0	24517	0	1	DDE_Tnp_IS66,DDE_Tnp_IS1,TrwC,DDE_Tnp_IS66,DDE_Tnp_IS66,DDE_Tnp_1
287.SAMEA2357282	287.SAMEA2357282.FRIL01000004:8245-35610	1	0	0	1	0	0	27365	0	0	Phage_integrase,rve
95486.SAMN05001941	95486.SAMN05001941.MUUK01000157:1-100955	4	0	0	0	1	0	100954	0	20	DDE_Tnp_Tn3,rve,DDE_Tnp_IS240,rve,Int_SXT
573.SAMN05956107	573.SAMN05956107.MPWQ03000004:51-33392	4	0	0	0	1	0	33341	1	1	TnpR,DDE_Tnp_Tn3,rve,DDE_Tnp_1
573.SAMEA4362598	573.SAMEA4362598.FWLC01000004:398737-437432	1	0	0	1	0	0	38695	0	0	Phage_integrase,ser_ce
486990.SAMN02368375	486990.SAMN02368375.MXTE01000068:240-7642	1	0	0	1	0	0	7402	1	0	Phage_integrase,DDE_Tnp_IS66
821.SAMEA3545308	821.SAMEA3545308.CYZI01000009:336-45763	1	0	0	0	1	0	45427	0	9	rve,Relaxase,Int_CTnDOT
562.SAMN02640697	562.SAMN02640697.JHRD01000004:112736-252709	1	0	1	0	0	0	139973	2	0	Phage_integrase,ser_ce,Int_SXT
1051352.SAMN01728948	1051352.SAMN01728948.AOES01000020:150-30794	1	0	0	1	0	0	30644	0	0	rve,Phage_integrase
90370.SAMEA1930200	90370.SAMEA1930200.CJLL01000006:34-76138	1	0	0	0	0	1	76104	8	21	Int_P2,Transposase_31
1313.SAMEA974670	1313.SAMEA974670.CKBI01000006:29487-42982	1	0	0	0	0	1	13495	0	0	DDE_Tnp_ISL3,ser_lsr
95486.SAMN05001910	95486.SAMN05001910.MUTK01000035:1-6715	1	0	0	1	0	0	6714	0	0	Phage_integrase,DDE_Tnp_1_2
562.SAMN03280215	562.SAMN03280215.KQ087975:945052-997689	1	0	1	0	0	0	52637	20	0	ser_ce,Phage_GPA,Phage_integrase
562.SAMN03280215	562.SAMN03280215.KQ087975:1346762-1378176	1	0	0	1	0	0	31414	0	0	Phage_integrase,rve,Int_SXT
562.SAMN03280215	562.SAMN03280215.KQ087975:1256390-1306463	2	0	1	0	0	0	50073	15	0	Phage_integrase,DDE_Tnp_IS66,DDE_Tnp_IS1
562.SAMN03280215	562.SAMN03280215.KQ087975:998710-1040161	1	0	1	0	0	0	41451	14	0	ser_ce,rve
1219036.SAMD00046760	1219036.SAMD00046760.BCYT01000013:223-85968	10	0	0	0	1	0	85745	0	2	DDE_Tnp_Tn3,rve,DDE_5,rve,rve,TrwC,RitC,RitB,RitA,rve,Phage_integrase,DDE_Tnp_IS66
562.SAMEA1466100	562.SAMEA1466100.CYCM01000028:59-9507	1	0	1	0	0	0	9448	2	0	Transposase_mut,Int_SXT
1402603.SAMN02360760	1402603.SAMN02360760.KI972258:313742-365094	1	0	1	0	0	0	51352	5	0	DDE_Tnp_ISL3,Int_Tn916
1399575.SAMN02352646	1399575.SAMN02352646.AWWD01000008:31088-58193	2	0	0	0	0	1	27105	0	0	Int_SXT,DDE_Tnp_1_5,rve
1685.SAMN03842221	1685.SAMN03842221.KQ955959:85850-108451	4	0	0	1	0	0	22601	0	0	rve,ser_ce,DDE_Tnp_ISL3,RitB,Phage_integrase
1685.SAMN03842221	1685.SAMN03842221.KQ955959:1-41351	1	0	1	0	0	0	41350	5	0	ser_tn,Int_Tn916,Phage_integrase
1413389.SAMN02391216	1413389.SAMN02391216.KK222341:124797-144159	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
562.SAMN04388573	562.SAMN04388573.LQWN01000001:251294-282042	1	0	0	0	0	1	30748	0	0	Int_SXT,DDE_Tnp_IS1
1981732.SAMN06771342	1981732.SAMN06771342.NEJJ01000001:291325-457837	1	0	0	1	0	0	166512	0	0	Phage_integrase,Cyan,rve
925133.SAMN01041181	925133.SAMN01041181.ALGY01000052:263359-298524	1	0	1	0	0	0	35165	5	0	Phage_integrase,Phage_integrase,Phage_integrase,Transposase_mut
1313.SAMEA1025103	1313.SAMEA1025103.CRAU01000001:13404-84207	2	0	0	0	1	0	70803	0	6	Phage_integrase,Phage_integrase,huh_y1,Relaxase,Int_Tn916,DDE_Tnp_ISL3,Xer
1328368.SAMN02138570	1328368.SAMN02138570.KI535630:87-81791	4	0	0	0	1	0	81704	0	15	Phage_integrase,DDE_Tnp_IS240,DDE_Tnp_IS66,DDE_Tnp_IS66,DDE_Tnp_IS240,TrwC
1154866.SAMN00993341	1154866.SAMN00993341.ALRY02000008:294-56737	1	0	0	0	1	0	56443	0	1	Int_Tn916,Rep_2,Int_Tn916,Relaxase,DDE_Tnp_1_3
1311.SAMEA3888217	1311.SAMEA3888217.FJSC01000007:455-28231	1	0	0	0	1	0	27776	0	2	ser_ce,ser_lsr,Relaxase
90370.SAMEA1406330	90370.SAMEA1406330.CJOJ01000028:163-53470	1	0	0	1	0	0	53307	0	0	Phage_integrase,DDE_Tnp_IS1
571.SAMEA2273883	571.SAMEA2273883.FKYS01000025:27427-78659	5	0	0	0	1	0	51232	0	9	Int_SXT,Transposase_mut,DDE_Tnp_IS66,rve,DDE_Tnp_IS66,DDE_Tnp_Tn3,ser_ce
301102.SAMN03012824	301102.SAMN03012824.JUIE01000026:77-59491	6	0	0	0	1	0	59414	0	21	DDE_Tnp_ISL3,rve_3,rve,Transposase_20,ser_ce,rve,ser_ce
562.SAMN02801866	562.SAMN02801866.JSQR01000006:127712-159447	1	0	1	0	0	0	31735	9	0	rve,ser_ce
67257.SAMN02645201	67257.SAMN02645201.JNWW01000028:536-266636	7	0	0	1	0	0	266100	0	0	Phage_integrase,DDE_Tnp_1_2,DDE_Tnp_1,DDE_Tnp_1_2,DDE_Tnp_1,DDE_Tnp_1_2,rve,DDE_3
446.SAMEA2058477	446.SAMEA2058477.FJDA01000003:5559-120751	1	0	0	0	1	0	115192	0	14	Int_SXT,DDE_Tnp_Tn3,DDE_Tnp_Tn3,Phage_integrase
562.SAMEA1466129	562.SAMEA1466129.CYAG01000049:72-27182	4	0	0	1	0	0	27110	0	0	DDE_Tnp_IS66,DDE_Tnp_IS66,Transposase_mut,Phage_integrase,huh_y2
1053250.SAMN02596882	1053250.SAMN02596882.JH791802:45035-58393	1	0	0	1	0	0	13358	0	0	ser_ce,Phage_integrase
1053250.SAMN02596882	1053250.SAMN02596882.JH791802:2763018-2789439	1	0	0	1	0	0	26421	1	0	Phage_integrase,ser_ce
1307.SAMEA1566034	1307.SAMEA1566034.FIRS01000017:126-7929	3	0	0	1	0	0	7803	0	0	DDE_Tnp_IS66,DDE_Tnp_IS66,rve,Phage_integrase
1313.SAMEA1024590	1313.SAMEA1024590.CQYA01000005:36253-88484	2	0	0	0	1	0	52231	0	1	ser_lsr,Xer,Relaxase,DDE_Tnp_1,DDE_Tnp_1,ser_lsr
1413448.SAMN02391275	1413448.SAMN02391275.KK226442:160260-166892	1	0	0	1	0	0	6632	0	0	Phage_integrase,TnpA
157782.SAMN03470078	157782.SAMN03470078.LAWW01000013:369581-411033	1	0	0	1	0	0	41452	0	0	Phage_integrase,DDE_Tnp_IS66,Phage_integrase
90370.SAMEA2059366	90370.SAMEA2059366.CJYL01000005:59271-98056	1	0	0	0	0	1	38785	0	0	Int_SXT,rve_3
930406.SAMN02673556	930406.SAMN02673556.CP007592:3673536-3747855	5	1	0	1	0	0	74319	0	0	Phage_integrase,ser_ce,DDE_Tnp_IS1,DDE_Tnp_IS1,DDE_Tnp_Tn3,ser_ce,Integron,DDE_Tnp_IS240,rve,Phage_integrase
930406.SAMN02673556	930406.SAMN02673556.CP007592:3335101-3413868	10	0	0	0	1	0	78767	0	2	DDE_Tnp_1_6,DDE_Tnp_IS240,rve,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_1,DDE_Tnp_1_5,huh_y2,DDE_Tnp_IS240
930406.SAMN02673556	930406.SAMN02673556.CP007592:526019-703210	1	0	1	0	0	0	177191	13	0	Int_P2,ser_ce,rve_3,Phage_integrase
930406.SAMN02673556	930406.SAMN02673556.CP007592:4979242-5103573	15	0	0	0	0	1	124331	0	0	DDE_Tnp_IS66,DDE_Tnp_IS66,rve,Int_SXT,DDE_Tnp_IS66,DDE_Tnp_IS1,rve,DDE_Tnp_ISL3,DDE_Tnp_IS66,rve,rve_2,DDE_Tnp_1,rve,DDE_Tnp_1,rve,Transposase_mut
930406.SAMN02673556	930406.SAMN02673556.CP007592:118597-211054	1	0	0	1	0	0	92457	0	0	Phage_integrase,Phage_integrase,Transposase_31
930406.SAMN02673556	930406.SAMN02673556.CP007592:3482428-3607380	4	0	0	0	0	1	124952	0	0	huh_y2,rve,DDE_Tnp_ISL3,DDE_Tnp_IS66,Int_SXT
562.SAMEA2593912	562.SAMEA2593912.LM995782:362779-444177	2	0	0	0	1	0	81398	1	2	Int_P2,rve_3,DDE_Tnp_IS1
548.SAMN03283616	548.SAMN03283616.LAAA01000085:155-54608	2	0	0	0	1	0	54453	0	15	TrwC,Transposase_31,ser_ce
554344.SAMD00023461	554344.SAMD00023461.BBQO01000014:208563-233864	1	0	0	1	0	0	25301	0	0	Phage_integrase,DDE_Tnp_1
90370.SAMEA1930144	90370.SAMEA1930144.CJKT01000001:370012-382493	1	0	0	1	0	0	12481	0	0	Phage_integrase,Transposase_mut
90370.SAMEA2066345	90370.SAMEA2066345.CGTH01000002:83885-96367	1	0	0	1	0	0	12482	0	0	Transposase_mut,Phage_integrase
1402686.SAMN02360843	1402686.SAMN02360843.KI972791:112-39272	2	0	0	1	0	0	39160	0	0	Phage_integrase,TnpA,ser_lsr,rve
562.SAMN04606411	562.SAMN04606411.NCRU01000009:10-94535	1	0	0	1	0	0	94525	0	0	Phage_integrase,Phage_integrase,Transposase_31
1402511.SAMN02360683	1402511.SAMN02360683.KI519094:1-40827	1	0	0	1	0	0	40826	0	0	Phage_integrase,DDE_Tnp_Tn3
158836.SAMN03283618	158836.SAMN03283618.JZZT01000031:121-16849	2	0	0	0	1	0	16728	0	2	TrwC,DDE_Tnp_Tn3,DDE_Tnp_IS240
1280.SAMEA1324713	1280.SAMEA1324713.CSBM01000008:635-60192	2	0	0	0	0	1	59557	0	0	DDE_Tnp_1,ser_lsr,Transposase_20
1144674.SAMN01087911	1144674.SAMN01087911.KB849161:1-23221	2	0	0	1	0	0	23220	0	0	DDE_Tnp_1,DDE_Tnp_1_5,Phage_integrase
85569.SAMEA773544	85569.SAMEA773544.CTOI01000014:97626-110174	2	0	0	1	0	0	12548	0	0	Transposase_mut,Transposase_mut,Phage_integrase
562.SAMN02801850	562.SAMN02801850.JSRH01000092:8381-82909	1	0	0	1	0	0	74528	1	0	Phage_integrase,rve
1438759.SAMN02581355	1438759.SAMN02581355.KK737241:282-57501	1	0	0	0	1	0	57219	0	1	rve_3,Int_SXT,MobA_MobL
90370.SAMEA2547725	90370.SAMEA2547725.FFJV01000019:2192-100093	2	0	0	0	1	0	97901	0	10	DDE_Tnp_IS1,rve
1046624.SAMD00060995	1046624.SAMD00060995.AP012281:592407-661956	2	0	0	0	1	0	69549	0	3	rve,rve,Int_Tn916
1046624.SAMD00060995	1046624.SAMD00060995.AP012281:884017-901798	1	0	0	1	0	0	17781	0	0	Phage_integrase,rve
1046624.SAMD00060995	1046624.SAMD00060995.AP012281:1210547-1294155	1	0	0	0	1	0	83608	0	3	Phage_integrase,rve,Phage_integrase,Relaxase
1313.SAMEA1024538	1313.SAMEA1024538.CHPG01000010:20503-62683	1	0	0	0	1	0	42180	0	1	ser_lsr,Relaxase,Relaxase,rve,ser_lsr
991926.SAMN00622027	991926.SAMN00622027.ALDE01000018:1-78681	2	1	0	0	1	0	78680	0	15	Transposase_mut,rve,Integron
